Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,CountryName
5695666,SA_0000001419,COUNTRY,LUX,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,152,152.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Luxembourg
6721796,SA_0000001419,COUNTRY,NIC,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,221,221.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Nicaragua
536447,SA_0000001419,COUNTRY,KHM,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,196,196.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Cambodia
5642562,SA_0000001419,COUNTRY,GEO,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,134,134.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Georgia
7622465,SA_0000001419,COUNTRY,BFA,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,248,248.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Burkina Faso
1408340,SA_0000001419,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,85,85.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,"Iran, Islamic Republic of"
8443569,SA_0000001419,COUNTRY,MKD,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,10,10.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,North Macedonia
1579984,SA_0000001419,COUNTRY,ZWE,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,148,148.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Zimbabwe
760275,SA_0000001419,COUNTRY,RUS,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,3,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Russian Federation
1447929,SA_0000001419,COUNTRY,MWI,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,67,67.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Malawi
3842520,SA_0000001419,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,301,301.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Slovenia
7350422,SA_0000001419,COUNTRY,HTI,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,29,29.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Haiti
7536133,SA_0000001419,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,98,98.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Libya
1077401,SA_0000001419,COUNTRY,VNM,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,72,72.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Viet Nam
3703841,SA_0000001419,COUNTRY,AUT,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Austria
9639318,SA_0000001419,COUNTRY,CAN,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Canada
9493368,SA_0000001419,COUNTRY,PRT,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,271,271.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Portugal
2069329,SA_0000001419,COUNTRY,NRU,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,,,,,,,309,309.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Nauru
9046515,SA_0000001419,COUNTRY,ISL,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,4,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Iceland
5947729,SA_0000001419,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,2004,SEX_BTSX,,,,,,,140,140.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Nepal
2809827,SA_0000001419,COUNTRY,ESP,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Spain
2770076,SA_0000001419,COUNTRY,ROU,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,253,253.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Romania
1494088,SA_0000001419,COUNTRY,TUV,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,189,189.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Tuvalu
550039,SA_0000001419,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,31,31.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Mozambique
4008301,SA_0000001419,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,2004,SEX_MLE,,,,,,,1,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,India
4180727,SA_0000001419,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_BTSX,,,,,,,128,128.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Egypt
6266151,SA_0000001419,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,169,169.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Djibouti
138931,SA_0000001419,COUNTRY,MDV,YEAR,SEAR,South-East Asia,SEX,2004,SEX_BTSX,,,,,,,89,89.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Maldives
4174159,SA_0000001419,COUNTRY,MEX,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Mexico
4426474,SA_0000001419,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,100,100.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Singapore
6768231,SA_0000001419,COUNTRY,GUY,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,383,383.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Guyana
7204927,SA_0000001419,COUNTRY,ESP,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,122,122.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Spain
4061465,SA_0000001419,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,170,170.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Syrian Arab Republic
7808807,SA_0000001419,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,,,,,,,100,100.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,"Korea, Republic of"
3842837,SA_0000001419,COUNTRY,COL,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,89,89.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Colombia
7908423,SA_0000001419,COUNTRY,COL,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,167,167.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Colombia
3373391,SA_0000001419,COUNTRY,EST,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,257,257.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Estonia
46742,SA_0000001419,COUNTRY,CHE,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,153,153.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Switzerland
6774954,SA_0000001419,COUNTRY,STP,YEAR,AFR,Africa,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Sao Tome and Principe
2268426,SA_0000001419,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,147,147.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Samoa
8258883,SA_0000001419,COUNTRY,LBR,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,298,298.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Liberia
4054975,SA_0000001419,COUNTRY,DOM,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,328,328.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Dominican Republic
8159950,SA_0000001419,COUNTRY,BLR,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,3,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Belarus
490475,SA_0000001419,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Belgium
9007020,SA_0000001419,COUNTRY,CMR,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,368,368.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Cameroon
9580025,SA_0000001419,COUNTRY,MDA,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,159,159.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,"Moldova, Republic of"
5497477,SA_0000001419,COUNTRY,LTU,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,278,278.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Lithuania
7476851,SA_0000001419,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_MLE,,,,,,,1,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Jordan
2434008,SA_0000001419,COUNTRY,SUR,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,12,12.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Suriname
9672991,SA_0000001419,COUNTRY,ALB,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,384,384.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Albania
4413490,SA_0000001419,COUNTRY,CZE,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,263,263.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Czechia
2843439,SA_0000001419,COUNTRY,ARG,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,169,169.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Argentina
8093884,SA_0000001419,COUNTRY,GAB,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,81,81.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Gabon
6517019,SA_0000001419,COUNTRY,FRA,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,182,182.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,France
5842380,SA_0000001419,COUNTRY,DNK,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,4,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Denmark
2876453,SA_0000001419,COUNTRY,TUV,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,,,,,,,375,375.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Tuvalu
1706089,SA_0000001419,COUNTRY,FRA,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,5,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,France
6795130,SA_0000001419,COUNTRY,VCT,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,199,199.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Saint Vincent and the Grenadines
2016761,SA_0000001419,COUNTRY,MWI,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,126,126.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Malawi
9421189,SA_0000001419,COUNTRY,DEU,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,311,311.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Germany
139404,SA_0000001419,COUNTRY,COM,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,73,73.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Comoros
4028732,SA_0000001419,COUNTRY,HRV,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,165,165.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Croatia
6140690,SA_0000001419,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,92,92.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Belize
8530264,SA_0000001419,COUNTRY,URY,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,198,198.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Uruguay
2447149,SA_0000001419,COUNTRY,LBR,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,158,158.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Liberia
1878436,SA_0000001419,COUNTRY,CAF,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,188,188.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Central African Republic
8060907,SA_0000001419,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,285,285.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,South Africa
9153388,SA_0000001419,COUNTRY,KIR,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,156,156.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Kiribati
2744197,SA_0000001419,COUNTRY,BIH,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,3,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Bosnia and Herzegovina
93319,SA_0000001419,COUNTRY,NGA,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,497,497.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Nigeria
5207091,SA_0000001419,COUNTRY,PRT,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,144,144.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Portugal
3909812,SA_0000001419,COUNTRY,BGR,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,128,128.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Bulgaria
2063496,SA_0000001419,COUNTRY,TTO,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,396,396.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Trinidad and Tobago
6101034,SA_0000001419,COUNTRY,RWA,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,89,89.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Rwanda
4737632,SA_0000001419,COUNTRY,GNB,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,419,419.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Guinea-Bissau
1997333,SA_0000001419,COUNTRY,GTM,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,123,123.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Guatemala
4513050,SA_0000001419,COUNTRY,SWZ,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,69,69.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Eswatini
3684899,SA_0000001419,COUNTRY,URY,YEAR,AMR,Americas,SEX,2004,SEX_MLE,,,,,,,1,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Uruguay
9580573,SA_0000001419,COUNTRY,VUT,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,128,128.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Vanuatu
3816992,SA_0000001419,COUNTRY,MCO,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,2,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Monaco
833653,SA_0000001419,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,2004,SEX_FMLE,,,,,,,259,259.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Nepal
7603683,SA_0000001419,COUNTRY,TKM,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,72,72.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Turkmenistan
8127582,SA_0000001419,COUNTRY,GUY,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,190,190.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Guyana
431527,SA_0000001419,COUNTRY,TGO,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,357,357.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Togo
6054665,SA_0000001419,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,2004,SEX_FMLE,,,,,,,170,170.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Morocco
4658394,SA_0000001419,COUNTRY,LKA,YEAR,SEAR,South-East Asia,SEX,2004,SEX_BTSX,,,,,,,129,129.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Sri Lanka
6384744,SA_0000001419,COUNTRY,VUT,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,,,,,,,263,263.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Vanuatu
2010617,SA_0000001419,COUNTRY,HRV,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,308,308.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Croatia
3718204,SA_0000001419,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,156,156.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,South Africa
7822890,SA_0000001419,COUNTRY,SLV,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,101,101.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,El Salvador
3168519,SA_0000001419,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,2004,SEX_FMLE,,,,,,,138,138.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,China
8822641,SA_0000001419,COUNTRY,ATG,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,283,283.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Antigua and Barbuda
5902803,SA_0000001419,COUNTRY,USA,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,171,171.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,United States
8147669,SA_0000001419,COUNTRY,BWA,YEAR,AFR,Africa,SEX,2004,SEX_FMLE,,,,,,,226,226.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Botswana
9133870,SA_0000001419,COUNTRY,NIU,YEAR,WPR,Western Pacific,SEX,2004,SEX_MLE,,,,,,,5,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Niue
6081399,SA_0000001419,COUNTRY,GTM,YEAR,AMR,Americas,SEX,2004,SEX_FMLE,,,,,,,234,234.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Guatemala
8537542,SA_0000001419,COUNTRY,HTI,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,15,15.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Haiti
695783,SA_0000001419,COUNTRY,TTO,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,209,209.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Trinidad and Tobago
721916,SA_0000001419,COUNTRY,CHE,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,291,291.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Switzerland
4301318,SA_0000001419,COUNTRY,MDV,YEAR,SEAR,South-East Asia,SEX,2004,SEX_MLE,,,,,,,1,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Maldives
9215747,SA_0000001419,COUNTRY,SYC,YEAR,AFR,Africa,SEX,2004,SEX_MLE,,,,,,,26,26.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Seychelles
6371717,SA_0000001419,COUNTRY,BEL,YEAR,EUR,Europe,SEX,2004,SEX_FMLE,,,,,,,388,388.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Belgium
5883054,SA_0000001419,COUNTRY,SVN,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,157,157.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Slovenia
3208477,SA_0000001419,COUNTRY,TON,YEAR,WPR,Western Pacific,SEX,2004,SEX_BTSX,,,,,,,128,128.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Tonga
5141196,SA_0000001419,COUNTRY,MUS,YEAR,AFR,Africa,SEX,2004,SEX_BTSX,,,,,,,129,129.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Mauritius
3526973,SA_0000001419,COUNTRY,PRT,YEAR,EUR,Europe,SEX,2004,SEX_MLE,,,,,,,4,,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Portugal
5287048,SA_0000001419,COUNTRY,DMA,YEAR,AMR,Americas,SEX,2004,SEX_BTSX,,,,,,,286,286.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Dominica
636556,SA_0000001419,COUNTRY,ISR,YEAR,EUR,Europe,SEX,2004,SEX_BTSX,,,,,,,179,179.0,,,,2013-06-11T14:15:34+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00,Israel
